ОО,ИИТА,1-АПП,1-МД-10,19,Информационные технологии 1 подгруппа,17,Лаб,17,Кикин А.Б.,Четверг,знам,13:45-15:10,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МД-10,19,Компьютерная графика систем автоматизации 2 подгруппа,17,Лаб,17,Кузнецова Е.А.,Четверг,знам,13:45-15:10,"пр. Вознесенский, д. 46",В 281
ОО,ИИТА,1-АПП,1-МД-10,19,Информационные технологии 2 подгруппа,17,Пр,17,Кикин А.Б.,Четверг,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МД-10,19,Компьютерная графика систем автоматизации 1 подгруппа,17,Пр,17,Кузнецова Е.А.,Четверг,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 281
ОО,ИИТА,1-АПП,1-МД-10,19,Информационные технологии 2 подгруппа,17,Лаб,17,Кикин А.Б.,Четверг,знам,15:20-16:45,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МД-10,19,Компьютерная графика систем автоматизации 1 подгруппа,17,Лаб,17,Кузнецова Е.А.,Четверг,знам,15:20-16:45,"пр. Вознесенский, д. 46",В 281
ОО,ИИТА,1-АПП,1-МД-10,19,Информационные технологии,17,Лек,17,Кикин А.Б.,Четверг,числ,16:55-18:20,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МД-10,19,Технологические процессы автоматизированных производств 1 подгруппа,17,Лаб,17,Платонова Т.Л.,Пятница,числ,10:05-11:30,"пр. Вознесенский, д. 46",В 288
ОО,ИИТА,1-АПП,1-МД-10,19,Технологические процессы автоматизированных производств,17,Лек,17,Платонова Т.Л.,Пятница,знам,10:05-11:30,"пр. Вознесенский, д. 46",В 284
ОО,ИИТА,1-АПП,1-МД-10,19,Технологические процессы автоматизированных производств,17,Лек,34,Платонова Т.Л.,Пятница,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 284
ОО,ИИТА,1-АПП,1-МД-10,19,Технологические процессы автоматизированных производств 2 подгруппа,17,Лаб,17,Платонова Т.Л.,Пятница,знам,13:45-15:10,"пр. Вознесенский, д. 46",В 288
ОО,ИИТА,34-ОбщНаук,1-МД-15,20,Философия,17,Лек,34,,Понедельник,числ/знам,10:05-11:30,"пр. Вознесенский, д. 46",В 338
ОО,ИИТА,26-Матем,1-МД-15,20,Математика,17,Лек,34,Вольнова Д.В.,Понедельник,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 338
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,Алгоритмизация и программирование,17,Пр,34,Пронькин Р.С.,Понедельник,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 462
ОО,ИИТА,26-Матем,1-МД-15,20,Математика,17,Пр,34,,Понедельник,числ/знам,15:20-16:45,"пр. Вознесенский, д. 46",В 329
ОО,ИИТА,19-ИнЯз,1-МД-15,20,Иностранный язык,17,Пр,34,,Вторник,числ/знам,10:05-11:30,"ул. Большая Морская, д. 18",412
ОО,ИИТА,19-ИнЯз,1-МД-15,20,Иностранный язык,17,Пр,17,,Вторник,знам,11:40-13:05,"ул. Большая Морская, д. 18",412
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,Компьютерная графика,17,Пр,34,Ярославцева Е.К.,Вторник,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 462
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,История дизайна,17,Лек,17,Сошникова И.А.,Среда,числ,11:40-13:05,Дистанционное обучение,ДО
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,История дизайна,17,Пр,17,Сошникова И.А.,Среда,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,52-Физика,1-МД-15,20,Физика,17,Лаб,17,,Четверг,числ,10:05-11:30,"ул. Большая Морская, д. 18",334
ОО,ИИТА,52-Физика,1-МД-15,20,Физика,17,Пр,17,,Четверг,знам,10:05-11:30,"ул. Большая Морская, д. 18",332
ОО,ИИТА,52-Физика,1-МД-15,20,Физика,17,Лек,17,Буркова Л.А.,Четверг,знам,11:40-13:05,"ул. Большая Морская, д. 18",333
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,Алгоритмизация и программирование,17,Лек,17,Якуничева Е.Н.,Четверг,числ,13:45-15:10,"пр. Вознесенский, д. 46",В 452
ОО,ИИТА,39-ЖивРис,1-МД-15,20,Рисунок и основы композиции,17,Пр,34,"Александрова Л.Н., Володченко А.А.",Четверг,знам,13:45-16:45,"ул. Садовая, д. 54","С 501, 503"
ОО,ИИТА,26-Матем,1-МД-15,20,Математика,17,Пр,17,,Четверг,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 380
ОО,ИИТА,34-ОбщНаук,1-МД-15,20,Философия,17,Пр,34,,Пятница,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 438
ОО,ИИТА,53-ФизВоспит,1-МД-15,20,Практикум по физической культуре и спорту,17,Пр,34,,Пятница,числ/знам,13:45-15:10,"ул. Большая Морская, д. 18",Спортзал
ОО,ИИТА,33-ЦиАТ,1-МД-15,20,Учебная практика (ознакомительная практика),17,Пр,34,Князева И.К.,Суббота,числ,10:05-13:05,"ул. Садовая, д. 54",С 407
ОО,ИИТА,53-ФизВоспит,1-МД-16,28,Практикум по физической культуре и спорту,17,Пр,34,,Понедельник,числ/знам,11:40-13:05,"ул. Большая Морская, д. 18",Спорт зал
ОО,ИИТА,19-ИнЯз,1-МД-16,28,Иностранный язык,17,Пр,34,,Понедельник,числ/знам,13:45-15:10,"ул. Большая Морская, д. 18",412
ОО,ИИТА,52-Физика,1-МД-16,28,Физика,17,Лек,17,Каблукова Н.С.,Понедельник,числ,15:20-16:45,"ул. Большая Морская, д. 18",513
ОО,ИИТА,19-ИнЯз,1-МД-16,28,Иностранный язык,17,Пр,17,,Понедельник,знам,15:20-16:45,"ул. Большая Морская, д. 18",412
ОО,ИИТА,20-ИСиЗИ,1-МД-16,28,Администрирование компьютерных систем,17,Лек,17,Бусыгин К.Н.,Вторник,знам,10:05-11:30,"пр. Вознесенский, д. 46",В 458
